uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,normalized_job_title,country
fd70bbf0-db80-0133-655b-0a81e8b09a82,37 years old,male,yES,26_39,IT,Non-Rural,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,database administration associate,Italy
3e2aa930-d99b-0133-ad90-0a81e8b09a82,1991,Male,YES,14_25,LV,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It is impossible to finance,database administration associate,Latvia
e018ecd0-d9b3-0133-2e72-0a81e8b09a82,39 years old,male,YES,26_39,NL,rural,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state | It is impossible to finance | It might encourage people to stop working,database administration associate,Netherlands
3e568640-dd0e-0133-5b8c-0a81e8b09a82,47 years old,male,YES,40_65,NL,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity | It increases appreciation for household work and volunteering,It increases dependence on the state,database administration associate,Netherlands
d893cec0-de0f-0133-f84e-0a81e8b09a82,48 years old,FeMale,NO,40_65,NL,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I have never heard of it,I would vote against it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state | It might encourage people to stop working,database administration associate,Netherlands
06114ef0-da48-0133-58f4-0a81e8b09a82,35 years old,male,yES,26_39,PL,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,It might encourage people to stop working,database administration associate,Poland
20d6efb0-d98b-0133-a3f4-0a81e8b09a82,1995,male,nO,14_25,PL,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,database administration associate,Poland
ecf7ead0-d8c6-0133-57bd-0a81e8b09a82,44 years old,male,yES,40_65,PL,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,database administration associate,Poland
6efe79e0-d975-0133-38d8-0a81e8b09a82,1988,male,yES,26_39,PL,city,low,yes,5db2c8d6539f983e1ca3d7c5b939e190,I have never heard of it,I would not vote,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,database administration associate,Poland
32c0c720-d9b3-0133-1a6b-0a81e8b09a82,55 years old,male,nO,40_65,PT,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It might encourage people to stop working,database administration associate,Portugal
a1b7e010-d8c5-0133-c05c-0a81e8b09a82,1996,male,NO,juvenile,PT,city,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It is impossible to finance,database administration associate,Portugal
59d8b950-da6c-0133-7ae9-0a81e8b09a82,38 years old,FeMale,yES,26_39,RO,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance,database administration associate,Romania
f2ee7970-d9a5-0133-5405-0a81e8b09a82,55 years old,Fem,yES,40_65,RO,rural,no,yes,5db2c8d6539f983e1ca3d7c5b939e190,I have never heard of it,I would vote against it,‰Û_ stop working,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state,database administration associate,Romania
dae06050-da3f-0133-d870-0a81e8b09a82,1987,male,nO,26_39,RO,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would probably vote for it,‰Û_ look for a different job,It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working,database administration associate,Romania
84f46940-d8c4-0133-848d-0a81e8b09a82,41 years old,Male,nO,40_65,SE,urban,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would vote against it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,None of the above,database administration associate,Sweden
03d9e160-da33-0133-b694-0a81e8b09a82,40 years old,male,yES,40_65,AT,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote against it,None of the above,None of the above,It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state,data warehousing engineer,Austria
9cd06680-da89-0133-519f-0a81e8b09a82,1988,Fem,nO,26_39,AT,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,data warehousing engineer,Austria
2eea8620-dbeb-0133-3910-0a81e8b09a82,44 years old,female,yES,40_65,AT,Country,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working,data warehousing engineer,Austria
5984b3b0-d8e0-0133-b014-0a81e8b09a82,1995,male,NO,14_25,AT,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",None of the above,data warehousing engineer,Austria
18a1c2e0-d8ed-0133-39aa-0a81e8b09a82,1992,Male,nO,juvenile,AT,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity,It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,data warehousing engineer,Austria
51144e30-d8c9-0133-a1f0-0a81e8b09a82,41 years old,FeMale,yES,40_65,BG,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working,data warehousing engineer,Bulgaria
f738f510-dad9-0133-3b91-0a81e8b09a82,42 years old,Male,YES,40_65,CZ,Non-Rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward,data warehousing engineer,Czechia
0ddb3080-d96e-0133-0484-0a81e8b09a82,53 years old,male,nO,40_65,DE,Non-Rural,low,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,data warehousing engineer,Germany
f523f260-dd27-0133-6a06-0a81e8b09a82,50 years old,male,yES,40_65,DE,rural,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It increases dependence on the state | Only the people who need it most should get something from the state,data warehousing engineer,Germany
db531bd0-db37-0133-4405-0a81e8b09a82,31 years old,female,NO,26_39,DE,Non-Rural,no,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would probably vote against it,None of the above,It increases appreciation for household work and volunteering,None of the above,data warehousing engineer,Germany
5f1f8230-dcdd-0133-7c3a-0a81e8b09a82,37 years old,male,nO,26_39,DE,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,data warehousing engineer,Germany
60ff6e80-df03-0133-c85e-0a81e8b09a82,51 years old,male,YES,40_65,DE,rural,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote against it,‰Û_ gain additional skills,None of the above,It might encourage people to stop working,data warehousing engineer,Germany
e2307830-db9a-0133-a9a1-0a81e8b09a82,49 years old,male,yES,40_65,DE,rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward | It increases dependence on the state,data warehousing engineer,Germany
cefeee00-da5a-0133-4018-0a81e8b09a82,40 years old,Male,NO,40_65,DE,Country,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote against it,‰Û_ work less,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,data warehousing engineer,Germany
9ede18e0-d8cf-0133-5416-0a81e8b09a82,33 years old,male,yES,26_39,ES,Non-Rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance,data warehousing engineer,Spain
ff6219a0-da28-0133-75f4-0a81e8b09a82,1991,female,YES,14_25,ES,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It is impossible to finance,data warehousing engineer,Spain
9a625030-dca7-0133-bbea-0a81e8b09a82,48 years old,female,YES,40_65,ES,Non-Rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ work less,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It increases dependence on the state,data warehousing engineer,Spain
cb5fe4d0-d987-0133-3f27-0a81e8b09a82,38 years old,female,nO,26_39,ES,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance,data warehousing engineer,Spain
dfcb0630-d8e5-0133-bc7a-0a81e8b09a82,39 years old,FeMale,YES,26_39,ES,Country,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,data warehousing engineer,Spain
c5c03ea0-d8b3-0133-d5de-0a81e8b09a82,40 years old,Male,YES,40_65,FI,city,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It creates more equality of opportunity",Only the people who need it most should get something from the state,data warehousing engineer,Finland
89054d50-dba8-0133-50fc-0a81e8b09a82,1988,FeMale,nO,26_39,FR,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,data warehousing engineer,France
b23e81c0-d98a-0133-a25c-0a81e8b09a82,45 years old,Male,nO,40_65,FR,Country,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,It is impossible to finance,data warehousing engineer,France
17ebda80-d962-0133-d01b-0a81e8b09a82,42 years old,male,yES,40_65,FR,urban,,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,data warehousing engineer,France
a15ee5c0-dcbf-0133-4b52-0a81e8b09a82,1991,female,nO,14_25,FR,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,data warehousing engineer,France
1fa17b40-dccf-0133-06ed-0a81e8b09a82,53 years old,Male,nO,40_65,FR,city,,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote against it,‰Û_ look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It is impossible to finance,data warehousing engineer,France
f500bfc0-da6f-0133-08be-0a81e8b09a82,1997,Fem,NO,14_25,FR,urban,no,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would not vote,‰Û_ do more volunteering work,None of the above,None of the above,data warehousing engineer,France
2108e270-dc19-0133-cd6f-0a81e8b09a82,1988,female,nO,26_39,GB,Non-Rural,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It is impossible to finance,data warehousing engineer,Great Britain
d7d3b3e0-dbee-0133-51c5-0a81e8b09a82,47 years old,male,yES,40_65,GB,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,‰Û_ work less,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,data warehousing engineer,Great Britain
c24e39e0-dbb5-0133-4992-0a81e8b09a82,45 years old,male,YES,40_65,GB,city,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,data warehousing engineer,Great Britain
91186fa0-db83-0133-b65f-0a81e8b09a82,1989,Male,NO,26_39,GB,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",None of the above,data warehousing engineer,Great Britain
2b473180-dc98-0133-4366-0a81e8b09a82,46 years old,female,YES,40_65,GR,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would probably vote against it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,data warehousing engineer,Greece
8187e910-db53-0133-e8b0-0a81e8b09a82,43 years old,male,nO,40_65,GR,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ stop working,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It is impossible to finance | Only the people who need it most should get something from the state,data warehousing engineer,Greece
ae3ad7e0-d9b8-0133-d836-0a81e8b09a82,48 years old,FeMale,yES,40_65,GR,city,low,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would not vote,None of the above,None of the above,None of the above,data warehousing engineer,Greece
2a518790-d8f5-0133-acdd-0a81e8b09a82,36 years old,male,yES,26_39,HU,Country,low,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,data warehousing engineer,Hungary
42271490-dcb5-0133-860b-0a81e8b09a82,1987,Male,YES,26_39,IT,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,It is impossible to finance | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,data warehousing engineer,Italy
99848f40-d9e1-0133-eefb-0a81e8b09a82,50 years old,Male,yES,40_65,IT,city,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,data warehousing engineer,Italy
4f587bc0-da49-0133-2966-0a81e8b09a82,1986,female,yES,26_39,IT,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,data warehousing engineer,Italy
9bcf5e10-db46-0133-9914-0a81e8b09a82,49 years old,male,yES,40_65,IT,Non-Rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It might encourage people to stop working,data warehousing engineer,Italy
8578c630-db03-0133-5af9-0a81e8b09a82,41 years old,male,YES,40_65,IT,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,data warehousing engineer,Italy
611163f0-dc0e-0133-ab99-0a81e8b09a82,41 years old,female,YES,40_65,IT,Country,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,data warehousing engineer,Italy
b3a06180-da87-0133-e908-0a81e8b09a82,41 years old,FeMale,YES,40_65,IT,Non-Rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would probably vote against it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,data warehousing engineer,Italy
0b2b29d0-dced-0133-c4bb-0a81e8b09a82,57 years old,male,nO,40_65,IT,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote against it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state,data warehousing engineer,Italy
d376a7f0-da2e-0133-a3ad-0a81e8b09a82,36 years old,female,YES,26_39,LV,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working,data warehousing engineer,Latvia
25cc6d00-da3a-0133-dac8-0a81e8b09a82,33 years old,male,yES,26_39,LV,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,data warehousing engineer,Latvia
524756b0-dcc6-0133-c26c-0a81e8b09a82,60 years old,male,nO,40_65,NL,rural,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,data warehousing engineer,Netherlands
de54ed80-d940-0133-c514-0a81e8b09a82,42 years old,FeMale,yES,40_65,NL,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,data warehousing engineer,Netherlands
af34cd50-d8d5-0133-6612-0a81e8b09a82,45 years old,male,YES,40_65,NL,city,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above,data warehousing engineer,Netherlands
6089d500-d9ff-0133-f221-0a81e8b09a82,46 years old,male,yES,40_65,NL,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,data warehousing engineer,Netherlands
547cf370-dcc5-0133-bd19-0a81e8b09a82,38 years old,FeMale,nO,26_39,NL,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I have never heard of it,I would probably vote for it,‰Û_ stop working,"It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It creates more equality of opportunity",Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working,data warehousing engineer,Netherlands
9cc528c0-d9b3-0133-2d1e-0a81e8b09a82,42 years old,male,YES,40_65,PL,city,low,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It might encourage people to stop working,data warehousing engineer,Poland
29901390-d9ad-0133-88c1-0a81e8b09a82,1991,male,NO,juvenile,PL,city,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It increases dependence on the state,data warehousing engineer,Poland
b5bdd560-d984-0133-3017-0a81e8b09a82,1987,Male,yES,26_39,PL,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It might encourage people to stop working,data warehousing engineer,Poland
7b2bfd90-d8e9-0133-c478-0a81e8b09a82,49 years old,Male,yES,40_65,PT,Country,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would not vote,None of the above,None of the above,None of the above,data warehousing engineer,Portugal
122e4c40-dac7-0133-beb4-0a81e8b09a82,1987,male,yES,26_39,RO,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,None of the above,It creates more equality of opportunity,It is impossible to finance,data warehousing engineer,Romania
33f56b10-d8c8-0133-9eea-0a81e8b09a82,59 years old,female,yES,40_65,RO,city,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state,data warehousing engineer,Romania
f24e4a10-d91f-0133-2c86-0a81e8b09a82,1986,Male,nO,26_39,RO,city,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance | It increases dependence on the state,data warehousing engineer,Romania
6092b1f0-d954-0133-8776-0a81e8b09a82,1992,Male,NO,14_25,RO,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,‰Û_ spend more time with my family,"It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state,data warehousing engineer,Romania
181b0980-d8cf-0133-6926-0a81e8b09a82,34 years old,female,yES,26_39,SE,urban,low,yes,36675c937946c8a4fc5de7d0b4c850de,I understand it fully,I would vote for it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,data warehousing engineer,Sweden
d02fece0-da39-0133-ee57-0a81e8b09a82,39 years old,female,yES,26_39,SK,rural,high,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,data warehousing engineer,Slovakia
c76aa3e0-dbf6-0133-0d62-0a81e8b09a82,49 years old,Male,yES,40_65,AT,Country,,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,It is impossible to finance,data warehouse developer,Austria
3aa979b0-d93d-0133-c00b-0a81e8b09a82,42 years old,male,YES,40_65,BE,rural,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,data warehouse developer,Belgium
67bd25c0-da23-0133-ed4d-0a81e8b09a82,44 years old,male,YES,40_65,BG,Non-Rural,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I have never heard of it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,data warehouse developer,Bulgaria
ce9f80c0-d94a-0133-89ac-0a81e8b09a82,43 years old,female,yES,40_65,BG,Non-Rural,high,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs",It might encourage people to stop working,data warehouse developer,Bulgaria
164fa0c0-d975-0133-36e4-0a81e8b09a82,46 years old,male,yES,40_65,CZ,urban,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is impossible to finance,data warehouse developer,Czechia
0e95a250-da93-0133-340e-0a81e8b09a82,65 years old,male,nO,40_65,DE,Country,low,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,data warehouse developer,Germany
f2d42250-dac9-0133-723a-0a81e8b09a82,52 years old,female,yES,40_65,DE,rural,no,yes,847165cfda6b1dc82ae22b967da8af2f,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,data warehouse developer,Germany
673d0920-db2d-0133-d947-0a81e8b09a82,45 years old,male,YES,40_65,DE,Non-Rural,high,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility",It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,data warehouse developer,Germany
30d58740-df30-0133-3536-0a81e8b09a82,47 years old,male,NO,40_65,DE,city,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It increases dependence on the state,data warehouse developer,Germany
de57a810-da3a-0133-7a34-0a81e8b09a82,1991,female,YES,juvenile,DE,rural,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,data warehouse developer,Germany
