uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,normalized_job_title
a5cbb020-da5f-0133-c8a5-0a81e8b09a82,60 years old,Male,yES,40_65,PL,urban,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would vote for it,‰Û_ work less,"It increases solidarity, because it is funded by everyone",It is impossible to finance,data warehouse developer
ca79abc0-dd8b-0133-fc82-0a81e8b09a82,44 years old,FeMale,yES,40_65,PL,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,data warehouse developer
bb924140-d970-0133-93a9-0a81e8b09a82,1992,male,NO,juvenile,PL,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,data warehouse developer
9c212520-da07-0133-0c94-0a81e8b09a82,1987,female,yES,26_39,PL,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,None of the above,It creates more equality of opportunity,It is impossible to finance,data warehouse developer
d519ce60-d9a0-0133-a29e-0a81e8b09a82,32 years old,male,NO,26_39,PL,Non-Rural,high,yes,847165cfda6b1dc82ae22b967da8af2f,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward,data warehouse developer
d7b8b690-dd51-0133-9203-0a81e8b09a82,45 years old,Male,YES,40_65,PL,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It increases dependence on the state,data warehouse developer
e2fde2e0-da85-0133-e1bc-0a81e8b09a82,1986,female,nO,26_39,RO,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would probably vote against it,None of the above,None of the above,It might encourage people to stop working | It increases dependence on the state | It is impossible to finance,data warehouse developer
41e2b080-d98e-0133-f0e4-0a81e8b09a82,38 years old,male,YES,26_39,RO,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is impossible to finance,data warehouse developer
8bc81190-d8de-0133-5f2b-0a81e8b09a82,44 years old,Male,YES,40_65,SE,Non-Rural,medium,yes,847165cfda6b1dc82ae22b967da8af2f,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,data warehouse developer
7d1ac020-dcb4-0133-817a-0a81e8b09a82,37 years old,FeMale,nO,26_39,SK,urban,high,yes,847165cfda6b1dc82ae22b967da8af2f,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It is impossible to finance,data warehouse developer
2fe1bc10-d8e2-0133-b57f-0a81e8b09a82,1993,male,NO,14_25,AT,rural,low,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
1aa394e0-de0f-0133-f6e2-0a81e8b09a82,53 years old,Male,yES,40_65,AT,countryside,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state,database software technician
14280100-dbea-0133-35b0-0a81e8b09a82,37 years old,FeMale,YES,26_39,BE,Country,low,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,database software technician
adf79f90-da4b-0133-a097-0a81e8b09a82,54 years old,male,yES,40_65,BG,city,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,database software technician
5ba07130-d8f3-0133-a8fa-0a81e8b09a82,33 years old,Fem,yES,26_39,BG,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
9f6ca0c0-db43-0133-8a82-0a81e8b09a82,50 years old,Fem,YES,40_65,CZ,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would vote for it,‰Û_ work less,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,database software technician
5b0b4a80-db01-0133-5192-0a81e8b09a82,48 years old,female,YES,40_65,CZ,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would not vote,‰Û_ look for a different job,None of the above,None of the above,database software technician
599b1830-da0f-0133-fd63-0a81e8b09a82,41 years old,male,nO,40_65,CZ,Country,medium,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would probably vote against it,‰Û_ stop working,None of the above,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,database software technician
2fd17e70-dbb7-0133-4ec6-0a81e8b09a82,40 years old,female,yES,40_65,DE,urban,,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It might encourage people to stop working,database software technician
1558f100-dcd7-0133-db1f-0a81e8b09a82,39 years old,male,yES,26_39,DE,Non-Rural,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,database software technician
f95e41a0-da56-0133-c1c0-0a81e8b09a82,1993,male,NO,juvenile,DE,rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,database software technician
9acc1c20-df70-0133-ee1e-0a81e8b09a82,1987,Fem,nO,26_39,DE,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,None of the above,database software technician
0e9d9380-da18-0133-a4cf-0a81e8b09a82,1989,Male,yES,26_39,DE,city,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance | Only the people who need it most should get something from the state,database software technician
07d1ab10-da6d-0133-7f27-0a81e8b09a82,49 years old,Male,NO,40_65,DE,rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,database software technician
e87b9530-d9af-0133-fb18-0a81e8b09a82,1996,male,NO,14_25,DE,urban,no,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state | It is impossible to finance,database software technician
96a85c00-d9f9-0133-078f-0a81e8b09a82,1996,male,NO,14_25,DE,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It might encourage people to stop working | It is against the principle of linking merit and reward,database software technician
fd9bcf70-d9be-0133-c297-0a81e8b09a82,1999,FeMale,nO,juvenile,DE,rural,,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering | It creates more equality of opportunity,Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state | It might encourage people to stop working,database software technician
9d366020-ddf3-0133-1f63-0a81e8b09a82,46 years old,male,NO,40_65,DE,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,database software technician
c3f6baa0-dbc7-0133-9ece-0a81e8b09a82,33 years old,female,nO,26_39,DE,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | It increases dependence on the state,database software technician
4db9cd70-d971-0133-cc45-0a81e8b09a82,62 years old,male,NO,40_65,ES,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working | It increases dependence on the state,database software technician
7181e650-d8ea-0133-9c09-0a81e8b09a82,38 years old,male,YES,26_39,ES,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,database software technician
673318e0-d9ac-0133-8b32-0a81e8b09a82,1991,FeMale,NO,14_25,ES,countryside,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state,database software technician
f49a9550-d956-0133-8cec-0a81e8b09a82,1990,male,NO,26_39,ES,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is against the principle of linking merit and reward,database software technician
66ffea70-da53-0133-7cbc-0a81e8b09a82,43 years old,Male,YES,40_65,ES,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
c27e8260-dc5f-0133-ae15-0a81e8b09a82,41 years old,female,yES,40_65,ES,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | Only the people who need it most should get something from the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
a6819fd0-d975-0133-ae97-0a81e8b09a82,35 years old,male,YES,26_39,ES,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would probably vote against it,‰Û_ work less,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It might encourage people to stop working,database software technician
9c3c90f0-da02-0133-0127-0a81e8b09a82,39 years old,male,yES,26_39,ES,countryside,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It creates more equality of opportunity",It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,database software technician
6f1c5e30-d8c9-0133-a242-0a81e8b09a82,39 years old,male,YES,26_39,FI,city,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It increases dependence on the state,database software technician
8d0ca0a0-da3f-0133-fecd-0a81e8b09a82,43 years old,Male,nO,40_65,FI,Non-Rural,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity,None of the above,database software technician
bd38ce10-dcb0-0133-a8c6-0a81e8b09a82,1986,male,NO,26_39,FR,Non-Rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,None of the above,database software technician
6bfe9940-dbfd-0133-27e4-0a81e8b09a82,33 years old,Fem,NO,26_39,FR,Country,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It increases dependence on the state,database software technician
3d5aae20-dbee-0133-4f5e-0a81e8b09a82,45 years old,male,nO,40_65,FR,city,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,database software technician
33ab2770-dba1-0133-26e9-0a81e8b09a82,41 years old,male,NO,40_65,FR,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses,None of the above,database software technician
d02b21a0-da77-0133-7c17-0a81e8b09a82,46 years old,male,YES,40_65,FR,Country,medium,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,database software technician
9b478ea0-db37-0133-42e6-0a81e8b09a82,1990,FeMale,nO,26_39,FR,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state | It might encourage people to stop working | It is against the principle of linking merit and reward,database software technician
55ff2cc0-da7b-0133-8993-0a81e8b09a82,51 years old,Male,yES,40_65,FR,rural,,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would not vote,None of the above,None of the above,It increases dependence on the state,database software technician
c3e215e0-dcba-0133-11c8-0a81e8b09a82,1986,male,yES,26_39,FR,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It increases dependence on the state | It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,database software technician
cb39e780-da48-0133-3d0e-0a81e8b09a82,42 years old,male,YES,40_65,FR,urban,low,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ work less,None of the above,None of the above,database software technician
d38e72b0-dae7-0133-436a-0a81e8b09a82,1987,female,yES,26_39,FR,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It is impossible to finance,database software technician
2f17da10-daf0-0133-3e17-0a81e8b09a82,45 years old,male,yES,40_65,FR,city,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,database software technician
24213e30-de69-0133-99f8-0a81e8b09a82,56 years old,FeMale,yES,40_65,FR,Country,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ do more volunteering work,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering",None of the above,database software technician
d30d6800-d94c-0133-045c-0a81e8b09a82,44 years old,male,NO,40_65,FR,rural,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working,database software technician
89a9e400-dd57-0133-fb13-0a81e8b09a82,1988,male,nO,26_39,GB,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It creates more equality of opportunity,It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward,database software technician
876e1650-dbf8-0133-fad6-0a81e8b09a82,31 years old,male,yES,26_39,GB,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,database software technician
ab544c00-dbe5-0133-24eb-0a81e8b09a82,1989,female,nO,26_39,GB,city,high,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,database software technician
643a18c0-dee6-0133-00ab-0a81e8b09a82,40 years old,Fem,YES,40_65,GB,city,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,database software technician
57b6e870-d957-0133-652d-0a81e8b09a82,44 years old,male,yES,40_65,GB,rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state,database software technician
e0e2af40-da98-0133-419f-0a81e8b09a82,1987,female,NO,26_39,GB,Non-Rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state,database software technician
8910d360-d9ab-0133-1b8f-0a81e8b09a82,37 years old,male,YES,26_39,GR,urban,,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote against it,None of the above,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward,database software technician
543282b0-db86-0133-b9f3-0a81e8b09a82,48 years old,Male,yES,40_65,HU,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is impossible to finance,database software technician
0dbdef80-da51-0133-38b6-0a81e8b09a82,1997,female,nO,14_25,HU,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,database software technician
9f880ac0-db4f-0133-3fb1-0a81e8b09a82,41 years old,Male,YES,40_65,IT,Country,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,database software technician
11155c60-dbbf-0133-7a74-0a81e8b09a82,45 years old,female,yES,40_65,IT,city,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance,database software technician
44cf4850-da77-0133-78bd-0a81e8b09a82,48 years old,male,YES,40_65,IT,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance,database software technician
3f802a30-dd54-0133-9bf6-0a81e8b09a82,36 years old,female,nO,26_39,IT,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote for it,‰Û_ stop working,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state | It might encourage people to stop working,database software technician
f1e4c280-daff-0133-6660-0a81e8b09a82,56 years old,Male,NO,40_65,IT,Non-Rural,medium,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,database software technician
f553bf40-db00-0133-4fdf-0a81e8b09a82,43 years old,male,yES,40_65,IT,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It is impossible to finance,database software technician
40e22c70-dc78-0133-3c6a-0a81e8b09a82,38 years old,female,YES,26_39,IT,rural,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ spend more time with my family,"It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It increases dependence on the state | Only the people who need it most should get something from the state,database software technician
11fe6140-dcde-0133-7f9c-0a81e8b09a82,1991,FeMale,nO,14_25,IT,Country,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward,database software technician
54483940-db98-0133-4ac7-0a81e8b09a82,31 years old,Male,nO,26_39,IT,city,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It increases dependence on the state,database software technician
b6866000-d8d7-0133-8e67-0a81e8b09a82,2001,male,nO,14_25,IT,urban,low,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,database software technician
e98a8370-d8e7-0133-c049-0a81e8b09a82,36 years old,male,yES,26_39,IT,Non-Rural,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
0a0fa8a0-dcbb-0133-131a-0a81e8b09a82,1986,male,yES,26_39,NL,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,It might encourage people to stop working,database software technician
ea8c2830-da42-0133-62d2-0a81e8b09a82,41 years old,Male,yES,40_65,NL,urban,low,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would not vote,None of the above,None of the above,None of the above,database software technician
d524a6b0-d900-0133-c44a-0a81e8b09a82,1990,male,NO,26_39,NL,city,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,‰Û_ stop working,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance,database software technician
92a2abf0-dcc5-0133-be2e-0a81e8b09a82,43 years old,male,NO,40_65,PL,Non-Rural,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state,database software technician
35b37600-ddbe-0133-4b2f-0a81e8b09a82,41 years old,male,NO,40_65,PL,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would not vote,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,database software technician
3216d0f0-d95b-0133-5fab-0a81e8b09a82,40 years old,Fem,yES,40_65,PL,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,database software technician
3e0f9330-db05-0133-631a-0a81e8b09a82,48 years old,female,YES,40_65,PL,city,,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,database software technician
a03be4a0-dea4-0133-43aa-0a81e8b09a82,43 years old,female,yES,40_65,PL,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state | It is impossible to finance,database software technician
ecbafdc0-d991-0133-6133-0a81e8b09a82,1991,Male,NO,14_25,PL,rural,low,yes,2ca138b991c50dc6696238e5ad800142,I have never heard of it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,database software technician
de631170-de11-0133-fbc7-0a81e8b09a82,44 years old,male,YES,40_65,PL,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state,database software technician
223e04c0-dcb3-0133-7ad0-0a81e8b09a82,36 years old,male,yES,26_39,PT,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote against it,‰Û_ spend more time with my family,None of the above,Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is against the principle of linking merit and reward,database software technician
26bb53e0-d975-0133-3738-0a81e8b09a82,45 years old,male,yES,40_65,PT,countryside,medium,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,database software technician
2c3f1690-d979-0133-fb1a-0a81e8b09a82,1986,male,yES,26_39,RO,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,database software technician
c9244fa0-d926-0133-33fa-0a81e8b09a82,41 years old,female,yES,40_65,SE,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I have heard just a little about it,I would not vote,‰Û_ work less,It reduces anxiety about financing basic needs,It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It is impossible to finance,database software technician
